Age,sport_engagement,Gender,CGPA,academic_workload,Academic_pressure,Anxiety,average_sleep,Diet_Quality,Social_relationships,Financial_pressure,Extracurricular_Involvement,Residence_Type,current_academic_year
22,1,Female,3.37,3,3,4,4-6hrs,3,3,0,5,With Family,2
18,2,Female,3.46,4,2,3,1-3hrs,1,3,2,1,On-Campus,2
19,1,Male,3.47,2,3,2,4-6hrs,3,5,2,5,Off-Campus,3
29,1,Female,3.55,4,3,1,7-8hrs,3,3,2,1,With Family,3
26,1,Female,2.73,2,3,4,7-8hrs,3,5,0,3,With Family,2
19,2,Female,3.5,2,2,1,7-8hrs,1,5,0,3,Off-Campus,2
21,5,Male,3.38,1,5,1,1-3hrs,5,5,4,1,On-Campus,5
27,2,Female,3.39,3,2,3,7-8hrs,3,1,0,5,Off-Campus,2
27,1,Female,3.62,2,3,3,7-8hrs,3,1,0,3,With Family,3
32,5,Male,3.65,4,5,1,4-6hrs,3,3,4,1,With Family,5
20,2,Male,3.43,1,2,3,7-8hrs,3,3,4,3,On-Campus,2
22,5,Female,3.56,4,5,1,7-8hrs,5,3,0,3,Off-Campus,5
19,5,Female,3.11,5,5,1,4-6hrs,3,5,0,1,Off-Campus,5
19,1,Female,3.36,4,3,3,4-6hrs,3,5,3,5,On-Campus,3
19,4,Female,3.82,4,4,5,4-6hrs,3,5,3,5,On-Campus,4
19,4,Female,3.06,1,4,3,4-6hrs,5,5,2,1,On-Campus,4
24,1,Male,2.92,3,3,1,4-6hrs,1,3,4,3,On-Campus,3
23,1,Female,3.13,3,1,5,7-8hrs,3,5,4,1,Off-Campus,1
25,4,Female,3.37,3,4,1,7-8hrs,1,3,5,3,With Family,4
23,4,Female,3.31,5,4,1,4-6hrs,5,5,5,3,With Family,4
23,1,Female,2.99,1,3,2,4-6hrs,1,3,2,5,With Family,2
23,1,Female,3.96,2,1,1,4-6hrs,3,5,1,3,With Family,1
22,1,Female,3.39,4,1,2,4-6hrs,3,5,4,1,Off-Campus,1
18,5,Male,3.53,4,5,3,7-8hrs,5,3,0,3,On-Campus,5
23,1,Male,3.23,4,1,2,1-3hrs,3,5,0,3,On-Campus,1
20,1,Male,3.63,1,3,2,4-6hrs,3,5,2,3,On-Campus,3
27,1,Male,3.08,1,3,4,4-6hrs,1,3,2,1,Off-Campus,3
23,2,Male,3.25,2,2,5,7-8hrs,1,3,1,3,On-Campus,2
21,1,Male,3.55,2,3,4,1-3hrs,5,3,3,3,On-Campus,3
21,1,Female,3.16,2,1,1,7-8hrs,3,3,4,3,Off-Campus,1
18,2,Male,3.43,3,2,1,4-6hrs,1,3,1,5,On-Campus,2
24,4,Female,3.54,2,4,2,4-6hrs,3,5,0,3,On-Campus,4
20,4,Female,2.99,4,4,5,7-8hrs,3,3,3,5,On-Campus,4
27,5,Male,3.68,1,5,4,4-6hrs,3,5,4,1,Off-Campus,5
25,2,Female,4,4,2,5,7-8hrs,3,3,1,1,On-Campus,2
25,4,Female,3.57,1,4,3,4-6hrs,1,1,4,1,With Family,4
26,1,Female,3.75,2,3,3,7-8hrs,1,3,0,1,Off-Campus,3
19,1,Female,3.57,1,3,3,7-8hrs,3,5,4,5,On-Campus,2
22,2,Female,3.37,3,2,4,7-8hrs,5,3,5,1,With Family,2
22,5,Male,3.35,5,5,1,7-8hrs,3,3,0,3,On-Campus,5
18,1,Female,3.78,1,1,5,7-8hrs,3,5,4,3,Off-Campus,1
24,1,Male,3.33,1,3,3,1-3hrs,1,5,1,3,Off-Campus,3
18,2,Male,2.85,4,2,5,4-6hrs,5,1,3,3,With Family,2
22,4,Female,3.77,2,4,4,7-8hrs,5,5,4,1,On-Campus,4
32,1,Female,3.67,5,3,1,4-6hrs,3,1,0,5,On-Campus,3
21,1,Male,3.45,2,1,1,4-6hrs,3,5,5,3,Off-Campus,1
21,1,Male,3.87,4,3,3,7-8hrs,3,1,2,3,Off-Campus,2
34,4,Female,3.07,3,4,5,4-6hrs,1,5,0,1,Off-Campus,4
18,1,Female,3.49,2,1,4,7-8hrs,1,3,5,1,On-Campus,1
20,5,Female,3.29,4,5,2,1-3hrs,1,5,5,5,With Family,5
26,1,Female,4,3,3,4,4-6hrs,1,3,3,3,On-Campus,3
21,1,Female,3.98,3,3,3,4-6hrs,3,1,5,5,With Family,3
22,1,Female,3.04,2,3,2,7-8hrs,5,1,3,3,On-Campus,3
18,2,Female,3.62,5,2,1,7-8hrs,3,3,1,3,On-Campus,2
24,2,Female,3.62,2,2,2,7-8hrs,5,3,3,3,Off-Campus,2
21,1,Female,3.21,4,3,1,7-8hrs,3,3,0,5,Off-Campus,3
23,4,Male,3.45,2,4,3,7-8hrs,5,1,1,5,Off-Campus,4
25,1,Female,3.42,4,1,2,4-6hrs,3,5,5,3,Off-Campus,1
26,4,Male,3.63,4,4,2,4-6hrs,3,3,1,3,On-Campus,4
18,1,Female,3.33,2,1,4,7-8hrs,1,5,4,1,On-Campus,1
31,1,Female,3.61,3,3,1,4-6hrs,1,5,3,5,Off-Campus,3
23,1,Female,3.77,4,3,5,7-8hrs,3,1,3,1,Off-Campus,2
22,1,Female,3.37,4,3,1,1-3hrs,3,3,4,3,On-Campus,2
22,1,Male,3.2,4,3,2,4-6hrs,3,1,5,1,Off-Campus,2
20,5,Female,3.32,1,5,1,7-8hrs,3,5,2,1,On-Campus,5
24,1,Female,2.9,4,3,1,7-8hrs,3,3,5,1,On-Campus,3
20,5,Female,3.66,4,5,5,4-6hrs,3,3,0,5,With Family,5
22,1,Male,3.58,4,3,2,4-6hrs,5,5,4,3,Off-Campus,3
26,2,Female,4,1,2,1,7-8hrs,3,3,5,3,On-Campus,2
19,1,Female,3.11,4,3,1,7-8hrs,3,5,1,5,Off-Campus,3
20,1,Female,3.56,3,1,5,7-8hrs,5,3,3,3,On-Campus,1
25,5,Female,4,4,5,2,7-8hrs,3,5,1,3,On-Campus,5
32,2,Female,3.29,2,2,5,7-8hrs,3,3,3,3,Off-Campus,2
22,4,Male,3.37,4,4,3,4-6hrs,1,3,2,1,On-Campus,4
22,4,Male,3.2,2,4,2,4-6hrs,1,3,4,1,Off-Campus,4
18,1,Female,3.74,4,1,1,4-6hrs,3,1,5,5,On-Campus,1
19,1,Male,3.33,4,3,4,4-6hrs,1,5,3,5,Off-Campus,2
24,1,Female,3.86,4,3,2,4-6hrs,5,1,2,3,With Family,2
20,1,Female,3.87,4,3,2,4-6hrs,3,5,0,5,On-Campus,2
22,1,Female,3.75,4,3,2,7-8hrs,3,3,5,1,On-Campus,3
34,2,Male,3.36,1,2,2,4-6hrs,3,3,0,5,Off-Campus,2
28,1,Male,3.74,1,3,3,4-6hrs,1,1,0,5,Off-Campus,3
20,1,Male,3.5,5,3,3,1-3hrs,5,5,1,3,On-Campus,3
18,2,Female,3.35,3,2,1,4-6hrs,3,3,1,1,On-Campus,2
26,2,Male,3.75,3,2,2,1-3hrs,1,3,1,3,Off-Campus,2
27,1,Female,3.42,4,1,1,7-8hrs,5,3,4,1,With Family,1
24,1,Female,3.29,4,1,2,1-3hrs,1,3,1,1,On-Campus,1
26,1,Female,3.65,3,1,1,4-6hrs,1,3,3,5,Off-Campus,1
30,2,Female,3.65,2,2,5,4-6hrs,3,3,3,1,On-Campus,2
21,5,Male,3.05,5,5,5,7-8hrs,3,5,0,3,Off-Campus,5
22,2,Female,3.31,5,2,3,4-6hrs,5,3,4,1,With Family,2
27,4,Male,3.28,5,4,4,4-6hrs,3,5,2,5,On-Campus,4
26,1,Female,3.29,4,3,3,7-8hrs,5,5,2,3,On-Campus,2
21,1,Male,3.16,2,1,1,7-8hrs,1,5,4,3,On-Campus,1
18,4,Male,2.93,1,4,1,7-8hrs,5,1,2,1,Off-Campus,4
19,1,Male,3.92,4,1,5,4-6hrs,5,1,0,3,On-Campus,1
21,4,Male,3.82,1,4,4,4-6hrs,3,5,1,5,Off-Campus,4
23,1,Female,3.47,4,3,3,4-6hrs,3,1,1,1,On-Campus,3
24,2,Male,3.52,2,2,1,7-8hrs,3,3,5,5,Off-Campus,2
27,1,Male,3.63,4,1,3,4-6hrs,1,3,1,3,Off-Campus,1
26,2,Female,3.32,4,2,5,7-8hrs,3,5,1,1,On-Campus,2
27,1,Female,2.89,3,3,2,7-8hrs,5,3,4,5,With Family,2
21,1,Male,3.67,3,3,4,4-6hrs,3,3,2,5,On-Campus,2
19,1,Male,3.15,4,3,2,4-6hrs,3,5,4,1,Off-Campus,2
18,2,Male,2.93,2,2,3,4-6hrs,1,5,4,5,With Family,2
27,5,Male,3.63,5,5,4,7-8hrs,3,1,1,5,Off-Campus,5
29,1,Male,3.35,4,3,2,7-8hrs,3,3,2,3,Off-Campus,2
25,4,Male,3.29,2,4,1,4-6hrs,5,5,0,3,On-Campus,4
21,4,Female,3.96,4,4,2,7-8hrs,3,3,0,1,Off-Campus,4
22,1,Male,3.68,3,3,2,1-3hrs,1,3,3,3,Off-Campus,3
19,1,Female,3.43,3,3,3,4-6hrs,1,3,2,5,Off-Campus,3
30,1,Female,3.59,2,3,4,7-8hrs,3,3,2,1,Off-Campus,3
18,2,Male,3.55,5,2,1,7-8hrs,3,3,0,3,On-Campus,2
18,1,Male,2.97,4,3,3,4-6hrs,5,1,0,1,With Family,3
27,4,Male,4,1,4,1,4-6hrs,3,5,0,3,On-Campus,4
19,1,Male,3.8,4,3,1,7-8hrs,1,5,1,1,Off-Campus,2
24,1,Male,3.37,1,3,3,7-8hrs,3,5,2,3,On-Campus,3
20,1,Female,3.17,5,1,2,4-6hrs,5,5,3,1,With Family,1
28,1,Male,3.5,3,3,4,7-8hrs,5,3,0,5,On-Campus,2
21,1,Female,3.73,4,3,3,4-6hrs,3,3,5,5,On-Campus,2
20,1,Male,3.64,4,3,3,4-6hrs,5,1,5,1,On-Campus,2
25,1,Female,2.64,3,1,1,7-8hrs,1,3,3,1,With Family,1
30,1,Female,3.23,4,3,3,7-8hrs,3,5,0,1,Off-Campus,3
22,1,Female,3.29,4,3,1,4-6hrs,1,3,4,5,On-Campus,2
18,1,Female,3.58,1,1,2,7-8hrs,3,3,5,5,On-Campus,1
20,5,Male,3.35,4,5,3,1-3hrs,5,5,2,3,On-Campus,5
26,1,Male,3.88,3,3,2,7-8hrs,5,1,5,5,Off-Campus,3
26,1,Male,3.86,3,3,1,7-8hrs,1,5,3,3,On-Campus,3
23,1,Male,3.2,2,1,1,7-8hrs,3,5,0,1,On-Campus,1
21,1,Male,3.12,4,3,3,4-6hrs,3,3,1,3,Off-Campus,2
27,1,Female,3.32,4,3,1,7-8hrs,3,1,2,3,With Family,3
24,1,Male,3.7,5,3,4,7-8hrs,3,3,2,3,Off-Campus,3
23,4,Male,3.22,5,4,3,7-8hrs,3,3,5,1,With Family,4
24,1,Male,3.9,5,3,4,4-6hrs,3,3,5,3,On-Campus,2
27,2,Female,3.45,5,2,1,4-6hrs,1,5,5,1,Off-Campus,2
24,1,Male,3.38,3,1,3,4-6hrs,1,3,5,1,On-Campus,1
22,1,Female,3.55,1,3,1,7-8hrs,3,1,0,1,With Family,2
21,1,Male,3.72,4,1,1,1-3hrs,5,5,4,3,Off-Campus,1
32,1,Female,3.96,1,3,1,7-8hrs,5,1,3,1,Off-Campus,2
30,5,Female,3.09,4,5,1,7-8hrs,1,1,2,3,On-Campus,5
20,4,Male,3.44,4,4,1,4-6hrs,3,3,1,5,With Family,4
20,5,Male,3.6,3,5,4,4-6hrs,3,3,2,1,Off-Campus,5
20,4,Female,3.8,3,4,3,1-3hrs,1,3,3,3,Off-Campus,4
22,2,Female,3.29,3,2,5,7-8hrs,5,3,3,3,With Family,2
20,5,Female,3.56,3,5,2,7-8hrs,3,3,4,3,With Family,5
21,2,Female,3.13,2,2,4,4-6hrs,5,5,3,3,On-Campus,2
20,1,Female,2.68,2,3,4,7-8hrs,3,3,5,3,With Family,3
26,1,Male,3.37,1,3,3,4-6hrs,3,1,2,3,Off-Campus,2
19,1,Male,4,4,3,1,7-8hrs,3,3,2,1,Off-Campus,2
18,2,Female,3.38,4,2,5,7-8hrs,3,3,4,1,Off-Campus,2
20,2,Male,3.74,4,2,4,7-8hrs,3,1,4,3,With Family,2
18,4,Male,3.8,3,4,4,7-8hrs,3,3,0,1,With Family,4
19,1,Female,3.26,3,3,3,4-6hrs,3,3,3,3,On-Campus,3
24,1,Male,3.02,4,1,4,7-8hrs,3,3,0,3,Off-Campus,1
18,1,Male,3.02,4,3,1,7-8hrs,3,3,2,3,Off-Campus,2
21,1,Female,3.34,1,3,3,7-8hrs,1,5,5,3,Off-Campus,2
19,5,Female,3.87,4,5,2,7-8hrs,3,5,4,3,With Family,5
18,4,Female,3.73,5,4,1,7-8hrs,1,3,5,3,On-Campus,4
24,1,Female,3.57,1,3,4,4-6hrs,3,5,3,3,Off-Campus,2
26,5,Female,3.49,1,5,3,7-8hrs,3,3,4,1,With Family,5
26,5,Female,3.23,2,5,1,4-6hrs,3,3,3,3,On-Campus,5
26,1,Male,3.4,1,3,2,4-6hrs,3,1,3,5,With Family,3
26,5,Female,3.49,1,5,1,4-6hrs,3,3,1,3,Off-Campus,5
22,1,Male,3.2,4,3,3,7-8hrs,3,5,0,3,Off-Campus,3
24,4,Female,3.39,4,4,3,7-8hrs,3,1,1,3,Off-Campus,4
21,1,Male,3.3,4,3,3,7-8hrs,3,1,2,1,On-Campus,2
24,1,Female,3.51,4,1,1,7-8hrs,5,1,4,3,Off-Campus,1
21,5,Male,3.89,1,5,2,7-8hrs,3,5,2,3,Off-Campus,5
33,2,Female,3.94,4,2,3,7-8hrs,3,3,5,1,Off-Campus,2
20,2,Male,3.01,3,2,3,7-8hrs,3,3,0,1,Off-Campus,2
24,1,Female,3.74,1,3,4,7-8hrs,5,3,5,3,Off-Campus,3
18,4,Male,3.36,4,4,5,4-6hrs,1,5,5,3,With Family,4
22,1,Male,3.85,2,3,1,7-8hrs,1,5,3,1,With Family,3
25,1,Male,3.49,5,1,3,4-6hrs,5,5,5,5,On-Campus,1
18,2,Male,3.65,4,2,2,7-8hrs,5,5,2,1,On-Campus,2
19,1,Male,3.55,1,3,4,7-8hrs,3,5,4,3,With Family,3
33,5,Female,3.29,1,5,2,7-8hrs,3,3,5,1,With Family,5
20,1,Female,4,2,3,2,4-6hrs,3,3,0,5,On-Campus,2
18,1,Female,3.55,4,3,5,7-8hrs,1,5,2,3,Off-Campus,3
24,4,Male,3.12,1,4,4,4-6hrs,3,3,3,3,On-Campus,4
23,1,Female,3.37,4,3,1,7-8hrs,5,3,5,3,On-Campus,2
19,1,Female,3.13,1,3,1,7-8hrs,3,5,2,1,On-Campus,2
22,1,Male,3.16,4,3,1,4-6hrs,5,1,1,1,On-Campus,3
18,2,Male,3.66,4,2,2,4-6hrs,3,3,5,3,On-Campus,2
18,1,Female,3.48,3,3,5,4-6hrs,3,5,2,3,On-Campus,2
24,1,Male,3.38,5,3,1,7-8hrs,3,1,1,3,On-Campus,2
22,1,Female,3.54,4,1,1,7-8hrs,1,5,0,5,Off-Campus,1
27,1,Male,3.46,4,3,1,7-8hrs,3,1,0,3,On-Campus,2
28,1,Male,3.64,4,1,1,4-6hrs,5,5,1,1,Off-Campus,1
20,5,Female,3.87,5,5,5,7-8hrs,3,5,1,5,On-Campus,5
26,1,Male,2.8,5,3,1,7-8hrs,3,3,3,3,With Family,3
20,4,Female,3.6,4,4,4,1-3hrs,1,5,2,1,Off-Campus,4
19,4,Female,2.99,4,4,2,4-6hrs,3,5,1,3,On-Campus,4
20,2,Female,3.68,5,2,1,4-6hrs,5,1,5,5,On-Campus,2
26,1,Male,3.08,3,3,2,7-8hrs,3,5,0,5,Off-Campus,2
31,5,Male,3.12,4,5,2,7-8hrs,3,1,0,1,Off-Campus,5
30,2,Female,3.36,4,2,3,4-6hrs,1,1,4,3,Off-Campus,2
25,2,Male,3.58,4,2,1,7-8hrs,3,5,3,5,With Family,2
31,4,Male,3.42,3,4,2,7-8hrs,1,3,4,5,Off-Campus,4
22,5,Female,4,2,5,2,4-6hrs,3,5,2,3,On-Campus,5
20,1,Male,3.83,4,3,1,7-8hrs,5,5,0,3,Off-Campus,2
18,5,Male,3.83,3,5,1,4-6hrs,3,1,0,3,With Family,5
21,2,Female,3.28,1,2,1,4-6hrs,3,3,4,3,Off-Campus,2
25,1,Male,3.19,2,3,3,7-8hrs,1,3,1,3,Off-Campus,3
26,5,Female,3.52,4,5,3,7-8hrs,1,3,3,1,Off-Campus,5
22,5,Female,3.51,4,5,4,4-6hrs,5,3,1,3,On-Campus,5
28,1,Male,3.36,4,3,3,7-8hrs,1,3,0,1,On-Campus,3
29,5,Male,3.55,1,5,4,7-8hrs,5,1,5,3,On-Campus,5
20,1,Female,3.54,4,3,5,4-6hrs,1,3,0,3,On-Campus,3
23,1,Male,3.18,1,1,4,4-6hrs,5,3,0,1,On-Campus,1
25,1,Female,4,4,3,4,1-3hrs,3,3,4,5,On-Campus,2
23,1,Female,3.2,4,3,1,7-8hrs,3,3,5,3,On-Campus,3
29,1,Female,3.52,3,3,5,4-6hrs,3,5,1,1,On-Campus,2
22,4,Female,4,3,4,2,7-8hrs,5,5,5,3,On-Campus,4
24,1,Male,3.52,1,3,3,7-8hrs,5,3,5,3,Off-Campus,2
18,1,Female,4,4,3,5,4-6hrs,1,5,3,3,On-Campus,2
22,1,Male,3.8,4,3,1,4-6hrs,5,5,5,1,Off-Campus,3
26,1,Male,3.26,3,3,1,7-8hrs,3,5,2,5,Off-Campus,3
18,1,Female,3.93,3,3,3,7-8hrs,5,3,4,3,Off-Campus,3
24,2,Female,3.2,4,2,1,7-8hrs,3,3,0,3,Off-Campus,2
27,1,Male,3.08,1,3,2,4-6hrs,5,5,2,1,With Family,2
19,1,Female,3.34,4,1,1,7-8hrs,3,1,4,3,With Family,1
19,4,Female,3.8,2,4,5,1-3hrs,3,1,4,5,On-Campus,4
21,2,Male,3.71,3,2,1,4-6hrs,3,3,5,3,Off-Campus,2
28,4,Female,4,1,4,5,4-6hrs,3,3,3,3,On-Campus,4
22,2,Male,2.95,2,2,2,7-8hrs,3,3,3,3,On-Campus,2
19,1,Male,4,4,3,2,4-6hrs,3,5,3,1,Off-Campus,3
22,4,Male,3.73,3,4,3,7-8hrs,1,1,3,3,Off-Campus,4
23,4,Male,4,1,4,1,7-8hrs,3,3,3,3,With Family,4
24,1,Male,3.66,2,3,5,7-8hrs,3,3,5,1,On-Campus,3
18,1,Male,3.53,5,3,1,7-8hrs,3,5,0,5,Off-Campus,2
27,1,Male,3.6,1,3,3,4-6hrs,3,3,1,3,On-Campus,2
24,1,Male,3.17,4,1,2,4-6hrs,5,5,4,3,On-Campus,1
23,1,Male,3.64,3,3,4,4-6hrs,3,3,3,3,Off-Campus,3
21,5,Male,3.59,4,5,2,4-6hrs,3,3,1,3,Off-Campus,5
21,1,Female,3.64,3,3,1,7-8hrs,5,5,5,5,On-Campus,2
24,2,Female,3.59,4,2,1,4-6hrs,3,5,1,5,On-Campus,2
24,1,Female,3.69,3,3,1,4-6hrs,1,3,4,3,On-Campus,2
21,2,Female,3.72,2,2,2,4-6hrs,5,1,0,5,With Family,2
32,1,Female,3.19,3,3,4,4-6hrs,5,5,4,3,Off-Campus,2
19,1,Female,3.12,2,3,2,7-8hrs,3,3,5,3,On-Campus,2
18,5,Male,3.99,5,5,4,7-8hrs,3,3,3,3,On-Campus,5
27,1,Male,3.27,2,3,2,1-3hrs,3,3,2,3,Off-Campus,3
22,5,Male,3.16,4,5,1,4-6hrs,5,3,4,1,With Family,5
18,1,Male,3.71,4,1,4,4-6hrs,3,1,3,3,On-Campus,1
19,5,Female,2.94,3,5,3,4-6hrs,3,1,2,3,With Family,5
19,2,Female,3.09,4,2,2,4-6hrs,3,5,5,5,On-Campus,2
26,1,Female,3.68,5,3,4,7-8hrs,3,5,3,3,On-Campus,2
20,1,Male,3.29,4,3,4,1-3hrs,3,3,1,3,Off-Campus,3
20,5,Female,3.25,2,5,5,1-3hrs,3,1,1,1,Off-Campus,5
25,5,Male,3.39,3,5,2,7-8hrs,3,1,2,3,With Family,5
23,1,Male,3.63,5,1,1,4-6hrs,5,5,5,1,Off-Campus,1
26,1,Female,3.71,4,1,3,4-6hrs,3,5,3,3,Off-Campus,1
21,2,Male,3.24,1,2,5,7-8hrs,5,5,1,3,On-Campus,2
21,1,Male,3.15,2,1,1,4-6hrs,1,5,1,5,On-Campus,1
21,1,Female,3.99,5,1,1,4-6hrs,3,1,2,3,On-Campus,1
24,1,Female,3.73,5,1,4,4-6hrs,3,1,0,1,With Family,1
25,5,Female,3.63,1,5,3,7-8hrs,3,1,1,3,Off-Campus,5
23,1,Female,3.78,4,1,3,7-8hrs,3,3,3,1,With Family,1
20,4,Male,3.67,2,4,4,7-8hrs,3,3,3,1,On-Campus,4
20,5,Male,3.35,3,5,1,7-8hrs,3,1,3,5,Off-Campus,5
20,2,Female,3.69,3,2,2,7-8hrs,3,1,0,3,On-Campus,2
19,2,Male,3.43,2,2,3,7-8hrs,3,5,4,1,On-Campus,2
20,4,Male,3.56,5,4,1,7-8hrs,3,1,1,1,On-Campus,4
21,1,Female,3.39,4,3,4,4-6hrs,1,1,4,3,Off-Campus,2
24,5,Female,3.59,4,5,2,4-6hrs,3,3,5,3,On-Campus,5
26,1,Female,3.83,5,3,2,4-6hrs,3,3,2,3,Off-Campus,3
21,1,Male,3.77,3,3,1,7-8hrs,3,3,2,3,With Family,3
25,4,Male,3.54,2,4,3,7-8hrs,3,3,4,1,On-Campus,4
23,1,Female,3.67,4,1,3,7-8hrs,3,3,4,3,Off-Campus,1
26,1,Male,3.25,3,3,5,7-8hrs,3,3,0,1,On-Campus,3
27,1,Male,3.87,2,3,2,4-6hrs,1,3,5,1,With Family,3
23,4,Female,3.34,2,4,1,4-6hrs,1,1,2,3,With Family,4
23,2,Male,3.29,2,2,1,4-6hrs,5,3,0,1,With Family,2
30,2,Male,3.58,2,2,3,7-8hrs,5,1,5,3,On-Campus,2
24,2,Female,3.28,4,2,1,4-6hrs,3,3,0,3,On-Campus,2
27,1,Female,3.31,5,3,2,7-8hrs,3,3,1,1,Off-Campus,2
28,1,Male,3.64,3,3,5,4-6hrs,5,3,3,1,Off-Campus,2
26,1,Male,3.18,4,3,2,7-8hrs,1,3,2,1,On-Campus,3
20,1,Female,3.3,4,3,3,7-8hrs,3,5,2,5,On-Campus,3
22,2,Male,3.42,1,2,3,7-8hrs,3,3,3,3,Off-Campus,2
27,2,Female,3.84,4,2,5,4-6hrs,3,5,4,3,On-Campus,2
21,5,Male,3.26,4,5,1,4-6hrs,3,3,5,3,On-Campus,5
22,1,Female,3.21,4,3,1,4-6hrs,3,5,2,3,Off-Campus,2
27,1,Male,3.74,3,3,1,7-8hrs,1,5,5,5,With Family,3
24,1,Female,3.7,3,1,3,7-8hrs,3,5,0,1,On-Campus,1
28,4,Female,3.24,1,4,5,4-6hrs,3,3,5,5,Off-Campus,4
28,1,Male,3.77,4,3,4,7-8hrs,1,5,4,1,With Family,2
21,1,Male,3.39,5,1,3,7-8hrs,5,5,5,3,Off-Campus,1
19,2,Male,4,4,2,2,7-8hrs,3,3,4,3,With Family,2
34,1,Male,3.18,3,3,4,7-8hrs,1,1,2,1,Off-Campus,3
19,5,Female,3.93,2,5,2,7-8hrs,3,5,4,3,Off-Campus,5
22,1,Female,3.12,3,3,2,4-6hrs,1,1,1,1,On-Campus,2
21,4,Male,3.51,2,4,5,7-8hrs,3,3,5,3,On-Campus,4
30,1,Female,3.64,4,1,2,7-8hrs,1,5,3,1,On-Campus,1
18,1,Male,2.93,2,3,1,7-8hrs,5,3,0,3,On-Campus,3
21,1,Female,3.98,4,1,3,7-8hrs,3,1,5,3,On-Campus,1
25,1,Male,3.4,1,3,3,4-6hrs,1,3,1,5,Off-Campus,3
19,1,Female,3.24,4,1,1,1-3hrs,1,5,5,3,Off-Campus,1
33,1,Male,3.99,1,3,3,1-3hrs,3,3,4,5,On-Campus,2
23,1,Female,3.86,3,1,5,4-6hrs,3,3,2,5,On-Campus,1
32,2,Female,3.68,3,2,1,1-3hrs,3,3,5,3,With Family,2
25,1,Female,3.04,3,3,3,7-8hrs,1,3,1,1,With Family,2
19,1,Male,4,4,3,1,7-8hrs,3,3,1,5,On-Campus,2
23,5,Female,3.12,5,5,3,7-8hrs,1,5,4,3,Off-Campus,5
29,1,Male,3.51,1,3,5,7-8hrs,3,3,4,1,On-Campus,2
21,1,Female,3.38,2,3,4,7-8hrs,5,5,5,1,On-Campus,3
19,2,Male,3.58,1,2,2,7-8hrs,1,5,1,3,Off-Campus,2
20,5,Male,3.94,5,5,1,7-8hrs,1,3,0,3,With Family,5
24,1,Female,4,3,3,1,7-8hrs,3,5,5,1,Off-Campus,3
32,1,Male,3.49,5,3,2,4-6hrs,1,5,0,3,Off-Campus,3
28,5,Male,4,1,5,1,4-6hrs,3,1,1,5,On-Campus,5
21,1,Male,3.66,1,1,2,4-6hrs,3,3,4,3,Off-Campus,1
20,1,Male,3.55,4,1,1,1-3hrs,3,5,4,3,With Family,1
19,5,Male,3.39,3,5,2,4-6hrs,5,3,4,3,Off-Campus,5
18,4,Female,3.27,1,4,1,7-8hrs,1,5,3,3,On-Campus,4
28,1,Female,3.59,3,3,3,4-6hrs,3,5,3,3,On-Campus,3
30,1,Female,3.34,2,1,1,7-8hrs,3,3,3,1,Off-Campus,1
20,4,Female,3.62,1,4,3,7-8hrs,3,1,1,5,With Family,4
29,5,Male,3.47,1,5,1,7-8hrs,5,1,1,1,Off-Campus,5
18,4,Female,3.25,3,4,1,4-6hrs,3,3,1,3,On-Campus,4
21,5,Male,4,4,5,1,7-8hrs,3,5,1,3,With Family,5
28,1,Male,3.4,4,1,1,7-8hrs,3,3,0,1,Off-Campus,1
32,1,Male,3.34,2,3,5,7-8hrs,3,5,5,3,On-Campus,2
22,1,Male,3.58,2,3,1,7-8hrs,1,5,3,1,With Family,2
20,5,Male,3.86,3,5,2,7-8hrs,3,5,0,5,With Family,5
31,1,Male,3.25,4,3,3,7-8hrs,3,3,0,5,On-Campus,3
26,4,Male,3.09,3,4,4,7-8hrs,1,3,5,1,On-Campus,4
20,5,Female,3.74,4,5,5,7-8hrs,3,1,1,3,On-Campus,5
19,1,Female,3.16,2,3,2,1-3hrs,3,5,2,1,Off-Campus,2
21,2,Female,3.16,1,2,2,7-8hrs,3,1,2,1,With Family,2
23,1,Female,3.54,4,3,3,7-8hrs,5,5,3,1,On-Campus,2
19,1,Male,3.68,3,3,4,1-3hrs,1,1,4,3,Off-Campus,3
19,1,Female,3.68,2,3,5,7-8hrs,1,1,2,1,On-Campus,3
21,4,Female,3.6,2,4,1,4-6hrs,5,3,3,3,With Family,4
22,5,Female,3.2,4,5,1,7-8hrs,3,5,2,1,On-Campus,5
21,5,Female,3.39,2,5,2,4-6hrs,3,3,4,3,On-Campus,5
20,1,Female,3.3,4,3,1,7-8hrs,3,3,1,3,Off-Campus,2
19,4,Male,3.37,4,4,3,7-8hrs,3,5,1,5,On-Campus,4
23,1,Male,3.04,2,3,2,4-6hrs,1,3,4,3,Off-Campus,3
19,2,Male,3.28,4,2,5,7-8hrs,5,5,5,5,On-Campus,2
22,1,Female,3.97,5,3,3,4-6hrs,3,3,4,3,Off-Campus,2
21,5,Male,4,4,5,1,7-8hrs,5,1,0,3,On-Campus,5
20,2,Female,3.42,3,2,5,1-3hrs,3,5,3,1,With Family,2
24,2,Male,3.34,4,2,1,7-8hrs,3,5,4,3,Off-Campus,2
18,1,Female,3.47,4,3,1,1-3hrs,5,1,4,1,Off-Campus,2
22,1,Male,3.44,2,3,1,4-6hrs,1,1,2,5,Off-Campus,3
30,4,Female,3.56,1,4,2,4-6hrs,1,5,1,1,Off-Campus,4
